ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Ventas Norteamérica,Ventas Europa,Ventas Japón,Ventas Otros,Ventas Total,Puntaje Críticos,Cantidad Críticos,Puntaje Usuarios,Cantidad Usuarios,Rating,ID_DESARROLLADOR,ID_CONSOLA
VID_004825,Farming Simulator 2015,2015,Simulation,110000,200000,0,60000,370000,,,,,,DES_0101,CONS_007
VID_004826,NBA 2K10,2009,Sports,340000,0,0,30000,370000,,,86.0,11.0,E,DES_0003,CONS_011
VID_004827,Persona 5,2016,Role-Playing,0,0,370000,0,370000,,,,,,DES_0091,CONS_008
VID_004828,Disney Sing It,2008,Misc,280000,60000,0,40000,370000,54.0,11.0,35.0,6.0,E,DES_0033,CONS_007
VID_004829,Tiger Woods PGA Tour 09,2008,Sports,160000,0,0,210000,370000,,,43.0,11.0,E,DES_0008,CONS_006
VID_004830,Ultimate Spider-Man,2005,Action,290000,70000,0,10000,370000,76.0,36.0,72.0,21.0,T,DES_0005,CONS_004
VID_004831,NBA Inside Drive 2002,2002,Sports,280000,80000,0,10000,370000,76.0,26.0,,,E,DES_0002,CONS_014
VID_004832,Major League Baseball 2K6,2006,Sports,340000,0,0,30000,370000,66.0,22.0,39.0,37.0,E,DES_0129,CONS_013
VID_004833,Imagine: Party Babyz,2008,Simulation,330000,20000,0,30000,370000,,,61.0,18.0,E,DES_0006,CONS_011
VID_004834,LEGO Star Wars III: The Clone Wars,2011,Action,140000,150000,0,80000,370000,63.0,4.0,,,E10+,DES_0019,CONS_009
VID_004835,NBA 2K7,2006,Sports,300000,40000,0,30000,370000,80.0,20.0,74.0,8.0,E,DES_0003,CONS_007
VID_004836,Kileak: The DNA Imperative,1994,Shooter,80000,60000,210000,20000,370000,,,,,,DES_0004,CONS_018
VID_004837,Petz: Catz 2,2006,Simulation,180000,140000,0,50000,370000,,,,,E,DES_0006,CONS_006
VID_004838,Just Dance 4,2012,Misc,210000,130000,0,30000,370000,66.0,14.0,78.0,37.0,E10+,DES_0006,CONS_012
VID_004839,Phantasy Star Portable 2: Infinity,2011,Role-Playing,0,0,370000,0,370000,,,,,,DES_0009,CONS_009
VID_004840,"Monsters, Inc. Scream Arena",2002,Platform,290000,70000,0,10000,370000,39.0,7.0,47.0,14.0,E,DES_0029,CONS_004
VID_004841,Reel Fishing III,2003,Sports,180000,140000,0,50000,370000,,,78.0,19.0,E,DES_0077,CONS_006
VID_004842,Cabela's Deer Hunt 2005 Season,2004,Sports,180000,140000,0,50000,370000,,,87.0,15.0,T,DES_0005,CONS_006
VID_004843,Monster Jam: Path of Destruction,2010,Racing,340000,0,0,30000,370000,,,,,E,DES_0005,CONS_002
VID_004844,Need for Speed: Hot Pursuit,2010,Racing,120000,200000,0,50000,370000,86.0,14.0,67.0,556.0,E10+,DES_0008,CONS_005
VID_004845,Rampage: Total Destruction,2006,Action,180000,140000,0,50000,370000,51.0,34.0,70.0,15.0,E10+,DES_0039,CONS_006
VID_004846,High Heat Major League Baseball 2003,2002,Sports,180000,140000,0,50000,370000,84.0,23.0,79.0,7.0,E,DES_0076,CONS_006
VID_004847,Trivial Pursuit,2009,Misc,120000,210000,0,40000,370000,66.0,19.0,64.0,9.0,E,DES_0008,CONS_013
VID_004848,Kingdom Under Fire: Circle of Doom,2007,Role-Playing,180000,120000,40000,30000,370000,55.0,44.0,59.0,49.0,M,DES_0002,CONS_013
VID_004849,Panzer Dragoon,1995,Shooter,0,0,370000,0,370000,,,,,,DES_0009,CONS_023
VID_004850,Spider-Man: Friend or Foe,2007,Action,310000,10000,0,50000,370000,62.0,15.0,83.0,19.0,E10+,DES_0005,CONS_006
VID_004851,Yarudora Series Vol.1: Double Cast,1998,Adventure,0,0,350000,20000,370000,,,,,,DES_0004,CONS_018
VID_004852,Rec Room Games,2009,Sports,350000,0,0,30000,370000,,,,,E,DES_0159,CONS_011
VID_004853,EA Sports MMA,2010,Fighting,160000,140000,10000,60000,370000,77.0,47.0,69.0,38.0,T,DES_0008,CONS_007
VID_004854,Guitar Hero On Tour: Modern Hits,2009,Misc,130000,200000,0,40000,370000,70.0,30.0,63.0,7.0,E10+,DES_0005,CONS_002
VID_004855,Quake 4,2005,Shooter,320000,20000,0,30000,370000,75.0,52.0,67.0,80.0,M,DES_0005,CONS_013
VID_004856,Tiger Woods PGA Tour 14,2013,Sports,160000,140000,0,70000,370000,74.0,28.0,38.0,26.0,E,DES_0008,CONS_007
VID_004857,Skate,2007,Sports,290000,40000,0,30000,370000,85.0,31.0,82.0,57.0,T,DES_0008,CONS_007
VID_004858,Cabela's Big Game Hunter 2012,2011,Sports,330000,20000,0,20000,370000,,,,,T,DES_0005,CONS_011
VID_004859,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,2000,Role-Playing,0,0,320000,50000,370000,,,,,,DES_0119,CONS_019
VID_004860,Turok: Rage Wars,1999,Shooter,300000,60000,0,0,370000,,,,,,DES_0031,CONS_019
VID_004861,Scooby-Doo! Classic Creep Capers,2000,Action,300000,60000,0,0,370000,,,,,,DES_0029,CONS_019
VID_004862,Rage,2011,Shooter,140000,180000,0,60000,370000,79.0,32.0,52.0,1618.0,M,DES_0007,CONS_005
VID_004863,Custom Robo,2004,Role-Playing,290000,70000,0,10000,370000,65.0,31.0,81.0,27.0,T,DES_0001,CONS_004
VID_004864,Prince of Persia: The Forgotten Sands,2010,Action,90000,180000,10000,100000,370000,65.0,10.0,74.0,14.0,T,DES_0006,CONS_009
VID_004865,BioShock The Collection,2016,Shooter,100000,190000,20000,60000,370000,84.0,39.0,85.0,210.0,M,DES_0003,CONS_008
VID_004866,Theatrhythm Final Fantasy: Curtain Call,2014,Misc,130000,80000,150000,20000,370000,83.0,52.0,82.0,66.0,T,DES_0016,CONS_001
VID_004867,DiRT 2,2009,Racing,100000,220000,0,40000,370000,51.0,10.0,55.0,22.0,E10+,DES_0034,CONS_011
VID_004868,Pac-Man World 2,2002,Action,280000,70000,0,10000,370000,74.0,18.0,83.0,19.0,E,DES_0001,CONS_004
VID_004869,Kotoba no Puzzle: Mojipittan DS,2007,Puzzle,0,0,370000,0,370000,,,,,,DES_0026,CONS_002
VID_004870,Tomb Raider: Legend,2006,Action,270000,70000,10000,30000,370000,80.0,54.0,73.0,84.0,T,DES_0022,CONS_013
VID_004871,Rocket League,2016,Sports,30000,280000,0,50000,370000,85.0,50.0,87.0,1290.0,E,DES_0012,CONS_008
VID_004872,The BIGS,2007,Sports,340000,0,0,30000,370000,66.0,15.0,71.0,14.0,E,DES_0003,CONS_011
VID_004873,Barbie Horse Adventures: Blue Ribbon Race,2003,Sports,260000,100000,0,10000,370000,,,,,,DES_0177,CONS_003
VID_004874,Destiny: The Taken King,2015,Shooter,170000,110000,20000,60000,370000,,,55.0,81.0,T,DES_0005,CONS_007
VID_004875,Skylanders: SuperChargers,2015,Action,160000,150000,0,60000,370000,,,42.0,6.0,E10+,DES_0005,CONS_007
VID_004876,The Legend of Spyro: A New Beginning,2006,Platform,330000,10000,0,30000,370000,68.0,10.0,68.0,8.0,E,DES_0024,CONS_002
VID_004877,Imagine: Salon Stylist,2009,Simulation,230000,100000,0,30000,370000,,,,,E,DES_0006,CONS_002
VID_004878,Juiced 2: Hot Import Nights,2007,Racing,60000,200000,0,110000,370000,73.0,6.0,78.0,11.0,T,DES_0029,CONS_009
VID_004879,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,2003,Adventure,0,0,360000,10000,370000,,,,,,DES_0016,CONS_003
VID_004880,Dungeon Siege III,2011,Role-Playing,210000,120000,10000,30000,370000,72.0,55.0,59.0,102.0,T,DES_0016,CONS_013
VID_004881,Hell's Kitchen: The Game,2008,Simulation,340000,0,0,30000,370000,,,,,,DES_0006,CONS_002
VID_004882,DiRT Rally,2016,Racing,40000,270000,0,50000,370000,85.0,46.0,81.0,196.0,E,DES_0034,CONS_008
VID_004883,NFL Street 2 Unleashed,2005,Sports,340000,0,0,30000,370000,73.0,23.0,74.0,14.0,E,DES_0008,CONS_009
VID_004884,FIFA Street 2,2006,Sports,170000,130000,20000,40000,370000,59.0,27.0,77.0,42.0,E,DES_0008,CONS_006
VID_004885,Virtua Tennis 2009,2009,Sports,120000,210000,0,40000,370000,73.0,33.0,77.0,21.0,E,DES_0009,CONS_011
VID_004886,Overlord: Dark Legend,2009,Action,110000,220000,0,40000,370000,68.0,30.0,79.0,15.0,T,DES_0034,CONS_011
VID_004887,Bottom of the 9th,1999,Sports,370000,0,0,0,370000,,,,,,DES_0015,CONS_019
VID_004888,The Legend of Spyro: The Eternal Night,2007,Platform,320000,20000,0,30000,370000,56.0,4.0,27.0,6.0,E,DES_0024,CONS_002
VID_004889,Harry Potter and the Order of the Phoenix,2007,Action,100000,170000,0,100000,370000,52.0,11.0,76.0,20.0,E10+,DES_0008,CONS_009
VID_004890,Wanted: Weapons of Fate,2009,Shooter,170000,150000,0,40000,370000,62.0,61.0,75.0,26.0,M,DES_0020,CONS_013
VID_004891,Xenosaga Episode III: Also sprach Zarathustra,2006,Role-Playing,90000,70000,180000,20000,370000,81.0,34.0,90.0,59.0,T,DES_0026,CONS_006
VID_004892,Skylanders: Trap Team,2014,Action,260000,70000,0,40000,370000,,,,,,DES_0005,CONS_015
VID_004893,Rune Factory: Frontier,2008,Role-Playing,160000,130000,40000,30000,370000,79.0,34.0,85.0,39.0,E10+,DES_0070,CONS_011
VID_004894,Virtua Fighter 3tb,1998,Fighting,0,0,370000,0,370000,,,,,,DES_0009,CONS_022
VID_004895,Medieval II: Total War Gold Edition,2008,Strategy,0,340000,0,30000,370000,,,80.0,9.0,T,DES_0009,CONS_005
VID_004896,Mini Ninjas,2009,Action,160000,160000,0,40000,370000,79.0,9.0,83.0,12.0,E10+,DES_0022,CONS_011
VID_004897,Naruto Shippuden: Ninja Destiny 2,2008,Fighting,190000,20000,130000,20000,370000,55.0,12.0,57.0,11.0,T,DES_0196,CONS_002
VID_004898,Mini-Yonku GB: Let's & Go!!,1997,Strategy,0,0,370000,0,370000,,,,,,DES_0049,CONS_017
VID_004899,Scribblenauts: Unlimited,2012,Action,250000,90000,0,30000,370000,73.0,42.0,74.0,109.0,E10+,DES_0020,CONS_012
VID_004900,The House of the Dead: Overkill - Extended Cut,2011,Shooter,150000,160000,0,60000,370000,,,,,,DES_0009,CONS_007
VID_004901,Marvel: Ultimate Alliance,2006,Role-Playing,330000,0,0,30000,370000,81.0,19.0,75.0,14.0,T,DES_0005,CONS_009
VID_004902,The Sims 2: Castaway,2007,Simulation,300000,10000,0,50000,370000,71.0,17.0,80.0,15.0,T,DES_0008,CONS_006
VID_004903,NCAA Football 07,2006,Sports,340000,0,0,30000,370000,75.0,16.0,79.0,11.0,E,DES_0008,CONS_009
VID_004904,Batman: Arkham City,2012,Action,160000,180000,0,30000,360000,,,,,,DES_0020,CONS_012
VID_004905,Fragile Dreams: Farewell Ruins of the Moon,2009,Role-Playing,160000,120000,60000,30000,360000,67.0,41.0,83.0,63.0,T,DES_0070,CONS_011
VID_004906,GoldenEye: Rogue Agent,2004,Shooter,280000,70000,0,10000,360000,60.0,35.0,67.0,14.0,T,DES_0008,CONS_004
VID_004907,Need for Speed: The Run,2011,Action,90000,210000,0,70000,360000,69.0,18.0,58.0,338.0,T,DES_0008,CONS_005
VID_004908,Dragon Ball Z: Infinite World,2008,Fighting,80000,60000,210000,20000,360000,48.0,17.0,79.0,37.0,T,DES_0026,CONS_006
VID_004909,Elite Beat Agents,2006,Misc,300000,30000,0,30000,360000,87.0,51.0,86.0,105.0,E10+,DES_0001,CONS_002
VID_004910,Nonomura Byoin no Hitobito,1996,Adventure,0,0,360000,0,360000,,,,,,DES_0198,CONS_023
VID_004911,ESPN X Games Skateboarding,2001,Sports,180000,140000,0,50000,360000,58.0,15.0,78.0,14.0,E,DES_0015,CONS_006
VID_004912,Sid Meier's Civilization: Beyond Earth,2014,Strategy,110000,220000,0,30000,360000,81.0,78.0,55.0,1027.0,E10+,DES_0003,CONS_005
VID_004913,NHL 15,2014,Sports,210000,90000,0,60000,360000,,,16.0,45.0,E10+,DES_0008,CONS_007
VID_004914,Castlevania: Order of Ecclesia,2008,Platform,270000,20000,40000,30000,360000,85.0,46.0,87.0,111.0,T,DES_0015,CONS_002
VID_004915,Build-A-Bear Workshop: A Friend Fur All Seasons,2008,Simulation,330000,0,0,30000,360000,,,,,E,DES_0102,CONS_011
VID_004916,Dreamworks Madagascar Kartz,2009,Racing,250000,80000,0,30000,360000,,,,,E,DES_0005,CONS_002
VID_004917,Left 4 Dead 2,2009,Shooter,0,320000,0,40000,360000,89.0,55.0,85.0,2530.0,M,DES_0050,CONS_005
VID_004918,Green Day: Rock Band,2010,Misc,220000,110000,0,30000,360000,76.0,12.0,88.0,11.0,T,DES_0032,CONS_011
VID_004919,"999: Nine Hours, Nine Persons, Nine Doors",2009,Adventure,310000,0,30000,20000,360000,,,,,,DES_0119,CONS_002
VID_004920,Star Fox: Zero,2016,Shooter,170000,100000,70000,30000,360000,69.0,82.0,74.0,662.0,E10+,DES_0001,CONS_012
VID_004921,SAW,2009,Action,130000,170000,0,60000,360000,59.0,41.0,64.0,28.0,M,DES_0015,CONS_007
VID_004922,Tom Clancy's HAWX 2,2010,Action,240000,90000,10000,30000,360000,68.0,57.0,63.0,29.0,T,DES_0006,CONS_013
VID_004923,Kamaitachi no Yoru 2,2002,Adventure,0,0,360000,0,360000,,,,,,DES_0119,CONS_006
VID_004924,High Heat Major League Baseball 2004,2003,Sports,180000,140000,0,50000,360000,83.0,17.0,81.0,12.0,E,DES_0076,CONS_006
VID_004925,Robots,2005,Action,180000,140000,0,50000,360000,53.0,6.0,60.0,8.0,E,DES_0024,CONS_006
VID_004926,NARC,2005,Shooter,180000,140000,0,50000,360000,50.0,24.0,70.0,21.0,M,DES_0039,CONS_006
VID_004927,One Piece: Gigant Battle!,2010,Fighting,0,0,360000,0,360000,,,,,,DES_0026,CONS_002
VID_004928,Dragon Ball Z: Attack of the Saiyans,2009,Role-Playing,120000,20000,210000,10000,360000,73.0,21.0,79.0,24.0,E10+,DES_0026,CONS_002
VID_004929,My Horse & Me,2007,Sports,330000,0,0,30000,360000,,,,,,DES_0011,CONS_002
VID_004930,Bionic Commando,2009,Platform,120000,170000,10000,60000,360000,71.0,48.0,74.0,62.0,M,DES_0013,CONS_007
VID_004931,Monster Rancher 3,2001,Simulation,110000,90000,140000,30000,360000,77.0,13.0,85.0,23.0,E,DES_0048,CONS_006
VID_004932,The Incredibles: Rise of the Underminer,2005,Action,180000,140000,0,50000,360000,60.0,12.0,71.0,8.0,E10+,DES_0029,CONS_006
VID_004933,Sword Art Online: Lost Song,2015,Role-Playing,60000,40000,230000,30000,360000,70.0,4.0,71.0,27.0,T,DES_0026,CONS_010
VID_004934,MechWarrior 2: 31st Century Combat,1997,Simulation,200000,140000,0,20000,360000,,,,,,DES_0005,CONS_018
VID_004935,Zoo Tycoon (2013),2013,Simulation,180000,150000,0,30000,360000,,,,,,DES_0002,CONS_015
VID_004936,Hamtaro: Ham-Ham Heartbreak,2002,Action,260000,100000,0,10000,360000,72.0,7.0,93.0,18.0,E,DES_0001,CONS_003
VID_004937,Okage: Shadow King,2001,Role-Playing,140000,110000,80000,40000,360000,70.0,23.0,85.0,14.0,T,DES_0004,CONS_006
VID_004938,Mobile Suit Z-Gundam,1997,Action,0,0,340000,20000,360000,,,,,,DES_0026,CONS_018
VID_004939,BlazBlue: Calamity Trigger,2009,Fighting,210000,80000,40000,30000,360000,86.0,51.0,85.0,70.0,T,DES_0147,CONS_013
VID_004940,Big Bass World Championship,1997,Sports,200000,140000,0,20000,360000,,,,,,DES_0199,CONS_018
VID_004941,NFL GameDay 2001,2000,Sports,180000,140000,0,50000,360000,51.0,16.0,,,E,DES_0004,CONS_006
VID_004942,NBA 2K6,2005,Action,270000,80000,0,10000,360000,84.0,27.0,87.0,15.0,E,DES_0003,CONS_014
VID_004943,Saban's Power Rangers: Lightspeed Rescue,2000,Action,290000,60000,0,0,360000,,,,,,DES_0029,CONS_019
VID_004944,Tetrisphere,1997,Puzzle,290000,60000,0,0,360000,,,,,,DES_0001,CONS_019
VID_004945,Jurassic Park,1993,Action,250000,100000,0,10000,360000,,,,,,DES_0083,CONS_016
VID_004946,Mystical Ninja starring Goemon,1997,Action,70000,20000,230000,40000,360000,,,,,,DES_0015,CONS_019
VID_004947,Marvel Super Hero Squad,2009,Fighting,300000,30000,0,30000,360000,49.0,16.0,62.0,14.0,E10+,DES_0029,CONS_011
VID_004948,The Chronicles of Narnia: Prince Caspian,2008,Action,310000,20000,0,30000,360000,63.0,5.0,71.0,12.0,T,DES_0033,CONS_011
VID_004949,World's Scariest Police Chases,2001,Racing,200000,140000,0,20000,360000,54.0,16.0,63.0,4.0,T,DES_0005,CONS_018
VID_004950,Shaun Palmer's Pro Snowboarder,2001,Sports,260000,100000,0,10000,360000,58.0,7.0,,,E,DES_0005,CONS_003
VID_004951,North American Hunting Extravaganza,2008,Sports,330000,0,0,30000,360000,,,,,T,DES_0200,CONS_011
VID_004952,ZhuZhu Pets: Featuring The Wild Bunch,2010,Simulation,300000,30000,0,30000,360000,,,,,E,DES_0005,CONS_011
VID_004953,MechAssault 2: Lone Wolf,2004,Simulation,270000,80000,0,10000,360000,81.0,66.0,75.0,23.0,T,DES_0002,CONS_014
VID_004954,Valkyrie Profile: Lenneth,2006,Role-Playing,170000,10000,160000,20000,360000,80.0,39.0,84.0,57.0,T,DES_0016,CONS_009
VID_004955,Hamster Club 3,2002,Simulation,0,0,350000,10000,360000,,,,,,DES_0201,CONS_003
VID_004956,LEGO Racers,1999,Racing,200000,140000,0,20000,360000,,,,,,DES_0133,CONS_018
VID_004957,Just Dance 2016,2015,Misc,170000,130000,0,60000,360000,73.0,10.0,68.0,20.0,E10+,DES_0006,CONS_008
VID_004958,ESPN NFL Football,2003,Sports,270000,80000,0,10000,360000,91.0,25.0,89.0,45.0,E,DES_0009,CONS_014
VID_004959,Naruto: Ultimate Ninja 3 (JP sales),2005,Fighting,0,0,360000,0,360000,,,,,,DES_0011,CONS_006
VID_004960,Rapala Pro Fishing,2004,Sports,180000,140000,0,50000,360000,59.0,6.0,87.0,32.0,E,DES_0084,CONS_006
VID_004961,ATV/Monster Truck Mayhem,2007,Racing,330000,0,0,20000,360000,,,,,,DES_0202,CONS_002
VID_004962,J-League Pro Soccer Club o Tsukurou '04,2004,Sports,0,0,360000,0,360000,,,,,,DES_0009,CONS_006
VID_004963,Spider-Man: Shattered Dimensions,2010,Action,240000,80000,0,30000,360000,76.0,68.0,76.0,96.0,T,DES_0005,CONS_013
VID_004964,Dai-2-Ji Super Robot Taisen Z Saisei-hen,2012,Strategy,0,0,360000,0,360000,,,,,,DES_0026,CONS_009
VID_004965,TMNT,2007,Action,300000,30000,0,30000,360000,60.0,17.0,59.0,11.0,E10+,DES_0006,CONS_011
VID_004966,Fossil Fighters: Frontier,2014,Role-Playing,80000,40000,230000,10000,360000,57.0,25.0,48.0,19.0,E10+,DES_0001,CONS_001
VID_004967,Disney's The Haunted Mansion,2003,Platform,180000,140000,0,50000,360000,,,,,,DES_0003,CONS_006
VID_004968,Arc the Lad: Twilight of the Spirits,2003,Role-Playing,180000,140000,0,50000,360000,72.0,39.0,82.0,33.0,T,DES_0004,CONS_006
VID_004969,Dance Dance Revolution 3rdMix,2000,Simulation,0,0,330000,20000,360000,,,,,,DES_0015,CONS_018
VID_004970,Ryu Ga Gotoku Kenzan!,2008,Adventure,0,0,360000,0,360000,,,,,,DES_0009,CONS_007
VID_004971,Super Robot Taisen A,2001,Strategy,0,0,350000,10000,360000,,,,,,DES_0056,CONS_003
VID_004972,Watch Dogs 2,2016,Action,170000,160000,0,30000,360000,83.0,9.0,77.0,131.0,M,DES_0006,CONS_015
VID_004973,Tiger Woods PGA Tour 09,2008,Sports,70000,180000,0,100000,360000,53.0,4.0,55.0,6.0,E,DES_0008,CONS_009
VID_004974,Boxer's Road,1995,Fighting,0,0,330000,20000,360000,,,,,,DES_0203,CONS_018
VID_004975,Harry Potter and the Chamber of Secrets,2002,Action,270000,80000,0,10000,360000,77.0,13.0,72.0,12.0,E,DES_0008,CONS_014
VID_004976,Toriko: Gourmet Survival!,2011,Role-Playing,0,0,360000,0,360000,,,,,,DES_0026,CONS_009
VID_004977,South Park Rally,1998,Racing,200000,130000,0,20000,360000,,,,,,DES_0031,CONS_018
VID_004978,Arctic Thunder,2001,Racing,170000,140000,0,50000,360000,45.0,23.0,53.0,10.0,T,DES_0039,CONS_006
VID_004979,NHL 2K10,2009,Sports,170000,140000,0,50000,360000,,,85.0,4.0,E10+,DES_0003,CONS_006
VID_004980,J-League Pro Soccer Club o Tsukurou!,1999,Sports,0,0,360000,0,360000,,,,,,DES_0009,CONS_022
VID_004981,ESPN: Sports Connection,2012,Sports,200000,120000,0,30000,360000,31.0,13.0,27.0,18.0,E,DES_0006,CONS_012
VID_004982,Digging for Dinosaurs,2010,Action,330000,0,0,20000,360000,,,,,E,DES_0117,CONS_002
VID_004983,Formula 1 Championship Edition,1997,Racing,60000,40000,230000,20000,360000,,,,,,DES_0085,CONS_018
VID_004984,Shrek,2001,Platform,250000,100000,0,10000,360000,49.0,19.0,54.0,9.0,T,DES_0071,CONS_014
VID_004985,Dragon's Crown,2013,Role-Playing,140000,50000,120000,50000,350000,78.0,15.0,84.0,198.0,T,DES_0130,CONS_010
VID_004986,Thief (2014),2014,Action,100000,170000,20000,50000,350000,,,,,,DES_0016,CONS_007
VID_004987,Blasto,1998,Action,200000,130000,0,20000,350000,,,,,,DES_0004,CONS_018
VID_004988,Wipeout 2048,2012,Racing,130000,170000,0,50000,350000,79.0,63.0,82.0,191.0,E10+,DES_0004,CONS_010
VID_004989,Wonder Pets! Save the Animals!,2008,Adventure,330000,0,0,20000,350000,,,,,,DES_0003,CONS_002
VID_004990,Backyard Baseball 2006,2005,Sports,250000,90000,0,10000,350000,,,,,,DES_0011,CONS_003
VID_004991,Cabela's Outdoor Adventures (2006),2005,Sports,170000,140000,0,50000,350000,,,89.0,17.0,T,DES_0084,CONS_006
VID_004992,Trauma Center: Under the Knife,2005,Simulation,300000,10000,20000,30000,350000,81.0,45.0,87.0,45.0,T,DES_0001,CONS_002
VID_004993,Press Your Luck 2010 Edition,2009,Misc,330000,0,0,30000,350000,,,,,E,DES_0006,CONS_011
VID_004994,Nicktoons: Unite!,2005,Adventure,270000,70000,0,10000,350000,,,,,,DES_0029,CONS_004
VID_004995,Farming Simulator 2015,2015,Simulation,100000,200000,0,60000,350000,,,,,,DES_0101,CONS_008
VID_004996,Earth Defense Force 2025,2013,Shooter,40000,20000,270000,10000,350000,69.0,28.0,75.0,52.0,M,DES_0058,CONS_007
VID_004997,Middle-Earth: Shadow of Mordor,2014,Action,120000,200000,0,30000,350000,84.0,17.0,80.0,1671.0,M,DES_0020,CONS_005
VID_004998,Suikoden V,2006,Role-Playing,80000,60000,190000,20000,350000,76.0,43.0,76.0,109.0,T,DES_0015,CONS_006
VID_004999,Picross 2,1996,Puzzle,0,0,350000,0,350000,,,,,,DES_0001,CONS_017
VID_005000,SOCOM: Tactical Strike,2007,Shooter,320000,10000,0,30000,350000,,,,,,DES_0004,CONS_009
VID_005001,Farming Simulator 2015,2015,Simulation,220000,110000,0,30000,350000,,,,,,DES_0101,CONS_013
VID_005002,Tiger Woods PGA Tour 14,2013,Sports,210000,120000,0,30000,350000,77.0,28.0,62.0,26.0,E,DES_0008,CONS_013
VID_005003,Sentouchu: Densetsu no Shinobi to Survival Battle!,2013,Action,0,0,350000,0,350000,,,,,,DES_0026,CONS_001
VID_005004,U-Sing,2009,Misc,0,320000,0,30000,350000,,,,,,DES_0051,CONS_011
VID_005005,Outlaw Golf 2,2004,Sports,170000,140000,0,50000,350000,63.0,20.0,,,M,DES_0063,CONS_006
VID_005006,Momotarou Dentetsu 12,2003,Misc,0,0,350000,0,350000,,,,,,DES_0068,CONS_006
VID_005007,LocoRoco 2,2008,Platform,210000,90000,10000,40000,350000,85.0,55.0,84.0,44.0,E,DES_0004,CONS_009
VID_005008,Football Manager Handheld 2010,2009,Sports,0,260000,0,90000,350000,69.0,10.0,69.0,7.0,E,DES_0009,CONS_009
VID_005009,Disney's Tarzan: Return to the Jungle,2002,Action,250000,90000,0,10000,350000,68.0,8.0,,,E,DES_0005,CONS_003
VID_005010,Batman: Rise of Sin Tzu,2003,Action,170000,130000,0,50000,350000,63.0,21.0,83.0,14.0,T,DES_0006,CONS_006
VID_005011,Cabela's Dangerous Hunts,2003,Sports,260000,80000,0,10000,350000,,,91.0,22.0,T,DES_0084,CONS_014
VID_005012,AMF Bowling World Lanes,2008,Sports,330000,0,0,30000,350000,,,11.0,10.0,E,DES_0007,CONS_011
VID_005013,Kinectimals: Now with Bears!,2011,Misc,270000,60000,0,30000,350000,,,,,,DES_0002,CONS_013
VID_005014,G-Force,2009,Action,240000,60000,0,50000,350000,,,88.0,4.0,E10+,DES_0008,CONS_009
VID_005015,Worms: Open Warfare 2,2007,Strategy,70000,240000,0,40000,350000,81.0,25.0,91.0,22.0,E10+,DES_0029,CONS_002
VID_005016,Jikkyou Powerful Pro Yakyuu 13,2006,Sports,0,0,350000,0,350000,,,,,,DES_0015,CONS_006
VID_005017,Dark Void,2010,Action,180000,120000,0,50000,350000,59.0,50.0,60.0,36.0,T,DES_0013,CONS_007
VID_005018,Guitar Hero: Smash Hits,2009,Misc,200000,110000,0,50000,350000,73.0,34.0,72.0,9.0,T,DES_0005,CONS_007
VID_005019,NHL 2K10,2009,Sports,320000,10000,0,30000,350000,79.0,8.0,68.0,16.0,E10+,DES_0003,CONS_011
VID_005020,Bloody Roar 3,2001,Fighting,150000,110000,50000,40000,350000,71.0,20.0,86.0,34.0,T,DES_0018,CONS_006
VID_005021,WWE Crush Hour,2003,Racing,170000,130000,0,40000,350000,56.0,13.0,53.0,8.0,T,DES_0029,CONS_006
VID_005022,Persona 2: Eternal Punishment,2000,Role-Playing,30000,20000,280000,20000,350000,83.0,11.0,84.0,25.0,T,DES_0091,CONS_018
VID_005023,Homefront: The Revolution,2016,Shooter,60000,210000,30000,50000,350000,48.0,43.0,38.0,212.0,M,DES_0041,CONS_008
VID_005024,Assassin's Creed III,2012,Action,190000,130000,0,30000,350000,85.0,26.0,71.0,216.0,M,DES_0006,CONS_012
VID_005025,One Piece: Burning Blood,2016,Fighting,110000,130000,70000,50000,350000,66.0,45.0,78.0,49.0,T,DES_0026,CONS_008
VID_005026,Star Wars: Flight of the Falcon,2003,Action,250000,90000,0,10000,350000,39.0,13.0,58.0,11.0,E,DES_0029,CONS_003
VID_005027,One Piece: Gigant Battle 2 Shin Sekai,2011,Fighting,0,0,350000,0,350000,,,,,,DES_0026,CONS_002
VID_005028,Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,330000,0,0,30000,350000,67.0,34.0,82.0,21.0,E10+,DES_0006,CONS_011
VID_005029,Toukiden: The Age of Demons,2013,Action,40000,40000,250000,20000,350000,71.0,44.0,80.0,136.0,T,DES_0048,CONS_010
VID_005030,Metro: Last Light,2013,Action,170000,150000,0,30000,350000,80.0,20.0,84.0,440.0,,DES_0041,CONS_013
VID_005031,Jikkyou Powerful Pro Yakyuu 2000,2000,Sports,0,0,290000,60000,350000,,,,,,DES_0015,CONS_019
VID_005032,Football Manager 2016,2015,Simulation,0,330000,0,20000,350000,81.0,34.0,69.0,97.0,E,DES_0009,CONS_005
VID_005033,Resident Evil: Dead Aim,2003,Action,170000,130000,0,40000,350000,65.0,28.0,66.0,48.0,M,DES_0013,CONS_006
VID_005034,Command & Conquer: Red Alert 3 Ultimate Edition,2009,Strategy,140000,150000,0,60000,350000,,,,,,DES_0008,CONS_007
